0;Hotel Region Montrochet;45.74072019141362;4.819186412181673
1;Sainte-Blandine;45.744448953399335;4.8221475708387205
2;Place des Archives;45.747279052350414;4.824507914717213
3;Perrache;45.74998922419642;4.827211581349613
4;Centre Berthelot;45.74715464276493;4.836343284894449
5;Jean Mace;45.74517899418292;4.842293377828356
6;Garibaldi - Berthelot;45.74366657424144;4.846971150322673
7;Route de Vienne;45.74219155096974;4.851724024661112
8;Jet d'Eau - M. France;45.73996022342012;4.858837242980693
9;Villon;45.7384925902369;4.863472100197816
10;Bachut - Mairie du 8eme;45.73700994203944;4.868300076438107
11;Jean XXIII - M. Bastie;45.740364564538396;4.87453353021014
12;Grange Blanche;45.742640800747196;4.879618998483367
13;Ambroise Pare;45.74162998362964;4.883931990580349
14;Desgenettes;45.73894822568472;4.893354172365347
15;Essarts - Iris;45.73733829070323;4.898117775612432
16;Boutasse - C. Rousset;45.73506932680095;4.90461945020301
17;Bron Hotel de Ville;45.733541655604874;4.908986086517965
18;Les Alizes;45.731774297582824;4.914854759844276
19;Rebufer;45.727655237681496;4.9156379649274315
20;Parilly - Universite;45.7223149860653;4.915455574726864
21;Europe - Universite;45.71970833847356;4.918148512515254
22;Porte des Alpes;45.71857725525035;4.92576598610545
23;Parc Technologique;45.71435983590831;4.931141132977853
24;Hauts de Feuilly;45.70835901577001;4.937524790410833
25;Salvador Allende;45.70348896283228;4.934928412129352
26;Alfred de Vigny;45.69974247957417;4.936194414781272
27;St-Priest Hotel de Ville;45.695126466979595;4.9368488737601695
28;Esplanade des Arts;45.69476676167669;4.940625424008544
29;Saint-Priest Jules Ferry;45.69487916981276;4.946794504752817
30;Cordiere;45.693770066158976;4.9497663923319815
31;Saint-Priest Bel Air;45.692840800214675;4.955881828927411
