0;Debourg;45.73149183649893;4.83360811187976
1;Challemel Lacour Artill.;45.72982976299143;4.8435407272225675
2;Moulin a Vent;45.72983114853699;4.852979155518551
3;Petite Guille;45.73136171282252;4.858958844228051
4;Beauvisage - Pressense;45.727744958034535;4.862749998386791
5;Beauvisage CISL;45.729348328720775;4.866974719822593
6;Grange Rouge - Santy;45.73150724747276;4.873528744415471
7;Mermoz - Californie;45.73359300941288;4.878235840715546
8;Mermoz - Moselle;45.732334823080855;4.8824743714012335
9;Mermoz - Pinel;45.7309203706693;4.886886906329742
10;Essarts - Laennec;45.73548287577044;4.890074461765543
11;Desgenettes;45.73971653054736;4.892415233315723
12;Vinatier;45.742621744121365;4.894067474041938
13;Hopitaux Est - Pinel;45.74737608448715;4.8967496830326365
