0;Gaston Berger;45.78168091313997;4.872115007070862
1;Universite Lyon 1;45.78098880486049;4.866211155320289
2;Condorcet;45.778282345394324;4.867145797680113
3;Le Tonkin;45.77402092557764;4.864161681987973
4;Charpennes;45.771075638688814;4.863110416727858
5;College Bellecombe;45.76683464114046;4.86184889844169
6;Thiers-Lafayette;45.76459790448465;4.862059151517049
7;Gare Part-Dieu Villette;45.76155617421142;4.861862771237996
8;Archives Departementales;45.75451989506252;4.861562363723332
9;Manufacture Montluc;45.75075674246811;4.8604583864783315
10;Lycee Colbert;45.74584352574498;4.858915177358503
11;Jet d'Eau - M. France;45.74027917823015;4.859075928282565
12;Lycee Lumiere;45.737424834780214;4.8618029652452845
13;Etats-Unis Tony Garnier;45.73329587852786;4.864632182006439
14;Beauvisage CISL;45.73008675054023;4.867397098372328
15;Etats-Unis Viviani;45.72521660279843;4.871126520469589
16;Joliot-Curie - M. Sembat;45.71577286484053;4.8785328058098765
17;La Borelle;45.71170965635183;4.882262227973486
18;Gare de Venissieux;45.706254166044445;4.887856361174416
19;Croizat - Paul Bert;45.70054190964618;4.887384514521677
20;M. Houel Hotel de Ville;45.69690424868022;4.88458744793177
21;Herriot - Cagne;45.69414216281389;4.875553244324042
22;Venissy;45.6964102270623;4.872209624433981
23;Division Leclerc;45.698880291382096;4.868351601535642
24;Maurice Thorez;45.70033982356693;4.863496922713579
25;Lenine - Corsiere;45.69721862379888;4.861825112732362
26;Hop. Feyzin Venissieux;45.688527746809314;4.865168732608853
