0;IUT Feyssine;45.78742532172081;4.8819149395655845
1;Croix Luizet;45.784253093335565;4.883331145859015
2;INSA Einstein;45.78282129427671;4.877936984644793
3;Gaston Berger;45.78209198147251;4.872121332164503
4;Universite Lyon 1;45.781291295341774;4.86617985599863
5;Condorcet;45.778282345394324;4.867145797680113
6;Le Tonkin;45.77402092557764;4.864161681987973
7;Charpennes;45.771075638688814;4.863110416727858
8;College Bellecombe;45.76683464114046;4.86184889844169
9;Thiers-Lafayette;45.76459790448465;4.862059151517049
10;Gare Part-Dieu V.Merle;45.76206771721664;4.857854090473309
11;Part-Dieu - Auditorium;45.76105316545906;4.8539819302228935
12;Palais Justice Mairie 3e;45.76042975703137;4.8484277454813425
13;Saxe - Prefecture;45.760295295477576;4.845273949735517
14;Liberte;45.75908771135623;4.842479321973315
15;Guillotiere Gabriel Peri;45.75500210464553;4.84235364951636
16;Saint-Andre;45.753051059810495;4.841046466838808
17;Rue de l'Universite;45.75130789288308;4.838955788165303
18;Quai Claude Bernard;45.74975330451879;4.835125174576891
19;Perrache;45.74966437039157;4.827069249601328
20;Place des Archives;45.747124856446895;4.8246074261416965
21;Sainte-Blandine;45.74435128097883;4.822230158928737
22;Hotel Region Montrochet;45.74065728658893;4.819100709544099
23;Musee des Confluences;45.73378994060096;4.818891423450696
24;Halle Tony Garnier;45.731903733055084;4.822884489391706
25;ENS Lyon;45.7315696742076;4.828884908918947
26;Debourg;45.7314517212286;4.833661963717066
