0;Gare Part-Dieu Villette;45.76095399447511;4.861992311880576
1;Dauphine -Lacassagne;45.753021586881005;4.868779154208949
2;Reconnaissance - Balzac;45.75471341398709;4.885022611949216
3;Gare de Villeurbanne;45.756000964866566;4.892640085597131
4;Bel Air - Les Brosses;45.75854603616288;4.910557241808307
5;Vaulx-en-Velin La Soie;45.76157002876723;4.923421116228876
6;Decines Centre;45.77192072305485;4.955940218349278
7;Decines Grand Large;45.77491592901058;4.976121158939999
8;Meyzieu Gare;45.77180285724694;4.998962850755285
9;Meyzieu Z.i.;45.76792326539229;5.03170150208792
10;Meyzieu Les Panettes;45.76636448643304;5.034278702250248
